Citation,Continent,Country,Latitude,Longtitude,asl,MAT,MAP,Vegetation species,Forest age,soilCN,Duration,Ambient_level,Manipulated_level,dco2,Fumigation,Response_variable,R,v,Note
Iversen et al. 2008,North America,USA,35.90 ,-84.33 ,230,13.9 ,1371 ,Liquidambar styraciflua,10,7.4,108.0 ,380,560,180,FACE,Rootbiomass,1.27 ,0.67 ,Oak Ridge FACE
Iversen et al. 2008,North America,USA,35.90 ,-84.33 ,230,13.9 ,1371 ,Liquidambar styraciflua,10,7.4,108.0 ,380,560,180,FACE,Rootbiomass,0.91 ,0.67 ,Oak Ridge FACE
Iversen et al. 2012,North America,USA,35.90 ,-84.33 ,230,13.9 ,1371 ,Liquidambar styraciflua,10,7.4,144.0 ,396,565,169,FACE,Rootbiomass,0.39 ,0.67 ,Oak Ridge FACE
Iversen et al. 2012,North America,USA,35.90 ,-84.33 ,230,13.9 ,1371 ,Liquidambar styraciflua,10,7.4,144.0 ,396,565,169,FACE,SoilCN,0.14 ,0.67 ,Oak Ridge FACE
Iversen et al. 2012,North America,USA,35.90 ,-84.33 ,230,13.9 ,1371 ,Liquidambar styraciflua,10,7.4,144.0 ,396,565,169,FACE,MBN,0.21 ,0.67 ,Oak Ridge FACE
Iversen et al. 2012,North America,USA,38.98 ,-76.93 ,230,13.9 ,1436 ,Liquidambar styraciflua,10,7.4,144.0 ,396,565,169,FACE,SOC,0.13 ,0.67 ,Oak Ridge FACE
Iverson et al. 2012,North America,USA,35.90 ,-84.33 ,230,13.9 ,1371 ,Liquidambar styraciflua,10,7.4,144.0 ,396,565,169,FACE,Nmin,-0.63 ,0.83 ,Oak Ridge FACE
Iverson et al. 2012,North America,USA,35.90 ,-84.33 ,230,13.9 ,1371 ,Liquidambar styraciflua,10,7.4,144.0 ,396,565,169,FACE,Nit,0.01 ,0.83 ,Oak Ridge FACE
Jackson et al. 2009,North America,USA,35.97 ,-79.08 ,130,15.5 ,1145 ,Pinus  taeda,13,18.1,156.0 ,365,565,200,FACE,Rs,0.26 ,0.67 ,Duke FACE
Jackson et al. 2009,North America,USA,35.97 ,-79.08 ,130,15.5 ,1145 ,Pinus  taeda,13,18.1,156.0 ,365,565,200,FACE,Rs,0.35 ,0.67 ,Duke FACE
Jackson et al. 2009,North America,USA,35.97 ,-79.08 ,130,15.5 ,1145 ,Pinus  taeda,13,18.1,156.0 ,365,565,200,FACE,Rs,0.26 ,0.50 ,Duke FACE
Jackson et al. 2009,North America,USA,35.97 ,-79.08 ,130,15.5 ,1145 ,Pinus  taeda,13,18.1,156.0 ,365,565,200,FACE,Rootbiomass,0.25 ,0.67 ,Duke FACE
Jackson et al. 2009,North America,USA,35.97 ,-79.08 ,130,15.5 ,1145 ,Pinus  taeda,13,18.1,156.0 ,365,565,200,FACE,Rootbiomass,0.37 ,0.67 ,Duke FACE
Janssens et al. 1998,Europe,Belgium,51.22 ,4.41 ,9,12.0 ,770 ,Pinus sylvestris,3,24.2 ,6.0 ,350,700,350,OTC,Rs,0.24 ,1.00 ,
Janssens et al. 2005,Europe,Belgium,51.22 ,4.41 ,9,12.0 ,770 ,Pinus sylvestris,3,24.2 ,48.0 ,400,800,400,OTC,Rootbiomass,1.02 ,0.18 ,
Janssens et al. 2005,Europe,Belgium,51.22 ,4.41 ,9,12.0 ,770 ,Pinus sylvestris,3,24.2 ,48.0 ,400,800,400,OTC,Rootbiomass,0.94 ,0.40 ,
Janssens et al. 2005,Europe,Belgium,51.22 ,4.41 ,9,12.0 ,770 ,Pinus sylvestris,3,24.2 ,48.0 ,400,800,400,OTC,Rootbiomass,0.65 ,0.40 ,
Jiang et al. 2020,Oceania,Australia,-33.62 ,150.73 ,23,17.5 ,800 ,Eucalyptus tereticornis,10,14,60.0 ,390,540,150,FACE,NPP,0.10 ,0.67 ,EucFACE
Jiang et al. 2020,Oceania,Australia,-33.62 ,150.73 ,23,17.5 ,800 ,Eucalyptus tereticornis,10,14,60.0 ,390,540,150,FACE,Rs,0.11 ,0.33 ,EucFACE
Jiang et al. 2020,Oceania,Australia,-33.62 ,150.73 ,23,17.5 ,800 ,Eucalyptus tereticornis,10,14,60.0 ,390,540,150,FACE,DOC,0.06 ,0.67 ,EucFACE
Jiang et al. 2020,Oceania,Australia,-33.62 ,150.73 ,23,17.5 ,800 ,Eucalyptus tereticornis,10,14,60.0 ,390,540,150,FACE,BNPP,0.13 ,0.67 ,EucFACE
Jiang et al. 2020,Oceania,Australia,-33.62 ,150.73 ,23,17.5 ,800 ,Eucalyptus tereticornis,10,14,60.0 ,390,540,150,FACE,ANPP,0.09 ,0.67 ,EucFACE
Jiang et al. 2020,Oceania,Australia,-33.62 ,150.73 ,23,17.5 ,800 ,Eucalyptus tereticornis,10,14,60.0 ,390,540,150,FACE,ANPP,0.09 ,0.67 ,EucFACE
Johnson et al. 1997,North America,USA,38.72 ,-120.78 ,840,14.5 ,1127 ,Pinus ponderosa,seedling,26.25,36.0 ,350,525,175,OTC,SOC,0.08 ,0.67 ,
Johnson et al. 1997,North America,USA,38.72 ,-120.78 ,840,14.5 ,1127 ,Pinus ponderosa,seedling,26.25,36.0 ,350,700,350,OTC,SOC,-0.07 ,0.67 ,
Johnson et al. 1997,North America,USA,38.72 ,-120.78 ,840,14.5 ,1127 ,Pinus ponderosa,seedling,26.25,36.0 ,350,700,350,OTC,SOC,-0.03 ,0.67 ,
Johnson et al. 1997,North America,USA,38.72 ,-120.78 ,840,14.5 ,1127 ,Pinus ponderosa,seedling,26.25,36.0 ,350,525,175,OTC,SOC,0.13 ,0.67 ,
Johnson et al. 1997,North America,USA,38.72 ,-120.78 ,840,14.5 ,1127 ,Pinus ponderosa,seedling,26.25,36.0 ,350,700,350,OTC,SOC,0.14 ,0.67 ,
Johnson et al. 1997,North America,USA,38.72 ,-120.78 ,840,14.5 ,1127 ,Pinus ponderosa,seedling,26.25,36.0 ,350,525,175,OTC,TIN,-0.34 ,0.67 ,
Johnson et al. 1997,North America,USA,38.72 ,-120.78 ,840,14.5 ,1127 ,Pinus ponderosa,seedling,26.25,36.0 ,350,700,350,OTC,TIN,0.12 ,0.67 ,
Johnson et al. 1997,North America,USA,38.72 ,-120.78 ,840,14.5 ,1127 ,Pinus ponderosa,seedling,26.25,36.0 ,350,700,350,OTC,TIN,0.22 ,0.67 ,
Johnson et al. 1997,North America,USA,38.72 ,-120.78 ,840,14.5 ,1127 ,Pinus ponderosa,seedling,26.25,36.0 ,350,525,175,OTC,TIN,0.02 ,0.67 ,
Johnson et al. 1997,North America,USA,38.72 ,-120.78 ,840,14.5 ,1127 ,Pinus ponderosa,seedling,26.25,36.0 ,350,700,350,OTC,TIN,-0.14 ,0.67 ,
Johnson et al. 1997,North America,USA,38.72 ,-120.78 ,840,14.5 ,1127 ,Pinus ponderosa,seedling,26.25,36.0 ,350,525,175,OTC,SoilCN,0.06 ,0.67 ,
Johnson et al. 1997,North America,USA,38.72 ,-120.78 ,840,14.5 ,1127 ,Pinus ponderosa,seedling,26.25,36.0 ,350,700,350,OTC,SoilCN,0.05 ,0.67 ,
Johnson et al. 1997,North America,USA,38.72 ,-120.78 ,840,14.5 ,1127 ,Pinus ponderosa,seedling,26.25,36.0 ,350,700,350,OTC,SoilCN,0.13 ,0.67 ,
Johnson et al. 1997,North America,USA,38.72 ,-120.78 ,840,14.5 ,1127 ,Pinus ponderosa,seedling,26.25,36.0 ,350,525,175,OTC,SoilCN,-0.12 ,0.67 ,
Johnson et al. 1997,North America,USA,38.72 ,-120.78 ,840,14.5 ,1127 ,Pinus ponderosa,seedling,26.25,36.0 ,350,700,350,OTC,SoilCN,-0.03 ,0.67 ,
Johnson et al. 2000,North America,USA,38.72 ,-120.78 ,840,14.5 ,1127 ,Pinus ponderosa,seedling,26.25,36.0 ,350,525,175,OTC,NO3-,-1.02 ,0.67 ,
Johnson et al. 2000,North America,USA,38.72 ,-120.78 ,840,14.5 ,1127 ,Pinus ponderosa,seedling,26.25,36.0 ,350,525,175,OTC,NO3-,-0.68 ,0.67 ,
Johnson et al. 2000,North America,USA,38.72 ,-120.78 ,840,14.5 ,1127 ,Pinus ponderosa,seedling,26.25,36.0 ,350,525,175,OTC,NO3-,-2.16 ,0.67 ,
Johnson et al. 2000,North America,USA,38.72 ,-120.78 ,840,14.5 ,1127 ,Pinus ponderosa,seedling,26.25,36.0 ,350,525,175,OTC,NO3-,2.12 ,0.67 ,
Johnson et al. 2000,North America,USA,38.72 ,-120.78 ,840,14.5 ,1127 ,Pinus ponderosa,seedling,26.25,72.0 ,350,525,175,OTC,SOC,0.02 ,0.67 ,
Johnson et al. 2000,North America,USA,38.72 ,-120.78 ,840,14.5 ,1127 ,Pinus ponderosa,seedling,26.25,72.0 ,350,700,350,OTC,SOC,0.09 ,0.67 ,
Johnson et al. 2000,North America,USA,38.72 ,-120.78 ,840,14.5 ,1127 ,Pinus ponderosa,seedling,26.25,72.0 ,350,700,350,OTC,SOC,0.16 ,0.67 ,
Johnson et al. 2000,North America,USA,38.72 ,-120.78 ,840,14.5 ,1127 ,Pinus ponderosa,seedling,26.25,72.0 ,350,525,175,OTC,SOC,0.22 ,0.67 ,
Johnson et al. 2000,North America,USA,38.72 ,-120.78 ,840,14.5 ,1127 ,Pinus ponderosa,seedling,26.25,72.0 ,350,700,350,OTC,SOC,0.08 ,0.67 ,
Johnson et al. 2000,North America,USA,38.72 ,-120.78 ,840,14.5 ,1127 ,Pinus ponderosa,seedling,26.25,72.0 ,350,525,175,OTC,SoilCN,0.09 ,0.67 ,
Johnson et al. 2000,North America,USA,38.72 ,-120.78 ,840,14.5 ,1127 ,Pinus ponderosa,seedling,26.25,72.0 ,350,700,350,OTC,SoilCN,0.18 ,0.67 ,
Johnson et al. 2000,North America,USA,38.72 ,-120.78 ,840,14.5 ,1127 ,Pinus ponderosa,seedling,26.25,72.0 ,350,700,350,OTC,SoilCN,0.31 ,0.67 ,
Johnson et al. 2000,North America,USA,38.72 ,-120.78 ,840,14.5 ,1127 ,Pinus ponderosa,seedling,26.25,72.0 ,350,525,175,OTC,SoilCN,0.17 ,0.67 ,
Johnson et al. 2000,North America,USA,38.72 ,-120.78 ,840,14.5 ,1127 ,Pinus ponderosa,seedling,26.25,72.0 ,350,700,350,OTC,SoilCN,0.05 ,0.67 ,
Johnson et al. 2001,North America,USA,28.63 ,-80.70 ,4 ,21.9 ,1282 ,"Quercus myrtifolia, Quercus geminata, Quercus chapmanii",1,36.7,48.0 ,350,700,350,OTC,NO3-,-0.16 ,0.25 ,
Johnson et al. 2001,North America,USA,28.63 ,-80.70 ,4 ,21.9 ,1282 ,"Quercus myrtifolia, Quercus geminata, Quercus chapmanii",1,36.7,48.0 ,350,700,350,OTC,NO3-,-0.38 ,0.25 ,
Johnson et al. 2001,North America,USA,28.63 ,-80.70 ,4 ,21.9 ,1282 ,"Quercus myrtifolia, Quercus geminata, Quercus chapmanii",1,36.7,48.0 ,350,700,350,OTC,NO3-,0.02 ,0.25 ,
Johnson et al. 2003,North America,USA,28.63 ,-80.70 ,4 ,21.9 ,1282 ,"Quercus myrtifolia, Quercus geminata, Quercus chapmanii",1,36.7,60.0 ,350,700,350,OTC,SoilNH4+,-0.24 ,0.25 ,
Johnson et al. 2003,North America,USA,28.63 ,-80.70 ,4 ,21.9 ,1282 ,"Quercus myrtifolia, Quercus geminata, Quercus chapmanii",1,36.7,60.0 ,350,700,350,OTC,SoilNO3-,-0.96 ,0.25 ,
Johnson et al. 2003,North America,USA,28.63 ,-80.70 ,4 ,21.9 ,1282 ,"Quercus myrtifolia, Quercus geminata, Quercus chapmanii",1,36.7,60.0 ,350,700,350,OTC,TIN,-0.64 ,0.25 ,
Johnson et al. 2004,North America,USA,35.90 ,-84.33 ,230,13.9 ,1371 ,Liquidambar styraciflua,10,7.4,24.0 ,385,542,157,FACE,NO3-,-0.22 ,1.00 ,Oak Ridge FACE
Johnson et al. 2004,North America,USA,35.90 ,-84.33 ,230,13.9 ,1371 ,Liquidambar styraciflua,10,7.4,24.0 ,385,542,157,FACE,NO3-,-0.29 ,1.00 ,Oak Ridge FACE
Johnson et al. 2004,North America,USA,35.90 ,-84.33 ,230,13.9 ,1371 ,Liquidambar styraciflua,10,7.4,24.0 ,385,542,157,FACE,NO3-,-0.92 ,1.00 ,Oak Ridge FACE
Johnson et al. 2004,North America,USA,35.90 ,-84.33 ,230,13.9 ,1371 ,Liquidambar styraciflua,10,7.4,15.0 ,350,542,192,FACE,Nmin,-0.12 ,0.83 ,Oak Ridge FACE
Johnson et al. 2004,North America,USA,35.90 ,-84.33 ,230,13.9 ,1371 ,Liquidambar styraciflua,10,7.4,144.0 ,375,550,175,FACE,TIN,0.06 ,0.83 ,Oak Ridge FACE
Kaakinen et al.  2004,North America,USA,45.70 ,-89.50 ,490,4.9 ,810 ,"Populus tremuloides, Betula papyrifera, Acer saccharum",9,12.9,36.0 ,360,560,200,FACE,Stem[N],0.03 ,0.67 ,"FACTS-II, Aspen FACE"
Kaakinen et al.  2004,North America,USA,45.70 ,-89.50 ,490,4.9 ,810 ,"Populus tremuloides, Betula papyrifera, Acer saccharum",9,12.9,36.0 ,360,560,200,FACE,Stem[N],-0.08 ,0.67 ,"FACTS-II, Aspen FACE"
Kaakinen et al.  2004,North America,USA,45.70 ,-89.50 ,490,4.9 ,810 ,"Populus tremuloides, Betula papyrifera, Acer saccharum",9,12.9,36.0 ,360,560,200,FACE,Stem[N],-0.13 ,0.67 ,"FACTS-II, Aspen FACE"
Kaakinen et al.  2004,North America,USA,45.70 ,-89.50 ,490,4.9 ,810 ,"Populus tremuloides, Betula papyrifera, Acer saccharum",9,12.9,36.0 ,360,560,200,FACE,Stem[N],0.20 ,0.67 ,"FACTS-II, Aspen FACE"
Kaakinen et al.  2004,North America,USA,45.70 ,-89.50 ,490,4.9 ,810 ,"Populus tremuloides, Betula papyrifera, Acer saccharum",9,12.9,36.0 ,360,560,200,FACE,Stem[N],-0.07 ,0.67 ,"FACTS-II, Aspen FACE"
Kaakinen et al.  2004,North America,USA,45.70 ,-89.50 ,490,4.9 ,810 ,"Populus tremuloides, Betula papyrifera, Acer saccharum",9,12.9,36.0 ,360,560,200,FACE,Stem[N],0.00 ,0.67 ,"FACTS-II, Aspen FACE"
Kaakinen et al.  2004,North America,USA,45.70 ,-89.50 ,490,4.9 ,810 ,"Populus tremuloides, Betula papyrifera, Acer saccharum",9,12.9,36.0 ,360,560,200,FACE,Stem[C],0.00 ,0.67 ,"FACTS-II, Aspen FACE"
Kaakinen et al.  2004,North America,USA,45.70 ,-89.50 ,490,4.9 ,810 ,"Populus tremuloides, Betula papyrifera, Acer saccharum",9,12.9,36.0 ,360,560,200,FACE,Stem[C],0.00 ,0.67 ,"FACTS-II, Aspen FACE"
Kaakinen et al.  2004,North America,USA,45.70 ,-89.50 ,490,4.9 ,810 ,"Populus tremuloides, Betula papyrifera, Acer saccharum",9,12.9,36.0 ,360,560,200,FACE,Stem[C],0.00 ,0.67 ,"FACTS-II, Aspen FACE"
Kaakinen et al.  2004,North America,USA,45.70 ,-89.50 ,490,4.9 ,810 ,"Populus tremuloides, Betula papyrifera, Acer saccharum",9,12.9,36.0 ,360,560,200,FACE,Stem[C],-0.01 ,0.67 ,"FACTS-II, Aspen FACE"
Kaakinen et al.  2004,North America,USA,45.70 ,-89.50 ,490,4.9 ,810 ,"Populus tremuloides, Betula papyrifera, Acer saccharum",9,12.9,36.0 ,360,560,200,FACE,Stem[C],0.00 ,0.67 ,"FACTS-II, Aspen FACE"
Kaakinen et al.  2004,North America,USA,45.70 ,-89.50 ,490,4.9 ,810 ,"Populus tremuloides, Betula papyrifera, Acer saccharum",9,12.9,36.0 ,360,560,200,FACE,Stem[C],0.00 ,0.67 ,"FACTS-II, Aspen FACE"
Kasurinen et al.  2006,Europe,Finland,62.65 ,27.05 ,120,2.9 ,625 ,Betula pendula,25-30,36.1 ,36.0 ,360,720,360,OTC,Leaf[N],-0.11 ,0.50 ,
Kasurinen et al.  2006,Europe,Finland,62.65 ,27.05 ,120,2.9 ,625 ,Betula pendula,25-30,36.1 ,36.0 ,360,720,360,OTC,Leaf[N],-0.19 ,0.50 ,
Kasurinen et al. 2004,Europe,Finland,62.65 ,27.05 ,120,2.9 ,625 ,Betula pendula,25-30,36.1 ,36.0 ,370,700,330,OTC,Rs,-0.11 ,0.50 ,
Kasurinen et al. 2004,Europe,Finland,62.65 ,27.05 ,120,2.9 ,625 ,Betula pendula,25-30,36.1 ,36.0 ,370,700,330,OTC,Rs,-0.15 ,0.50 ,
Kasurinen et al. 2004,Europe,Finland,62.65 ,27.05 ,120,2.9 ,625 ,Betula pendula,25-30,36.1 ,36.0 ,370,700,330,OTC,Rs,-0.26 ,0.50 ,
Kasurinen et al. 2004,Europe,Finland,62.65 ,27.05 ,120,2.9 ,625 ,Betula pendula,25-30,36.1 ,36.0 ,370,700,330,OTC,Rs,0.18 ,0.50 ,
Kasurinen et al. 2004,Europe,Finland,62.65 ,27.05 ,120,2.9 ,625 ,Betula pendula,25-30,36.1 ,36.0 ,370,700,330,OTC,Rs,0.20 ,0.50 ,
Kasurinen et al. 2004,Europe,Finland,62.65 ,27.05 ,120,2.9 ,625 ,Betula pendula,25-30,36.1 ,36.0 ,370,700,330,OTC,Rs,0.54 ,0.50 ,
Kellomaki et al.  1997,Europe,Finland,62.78 ,30.97 ,145,2.1 ,667 ,Pinus  sylvestris,seedling,16.6 ,24.0 ,360,645,285,OTC,Leaf[N],-0.04 ,0.50 ,
King et al.  2005,North America,USA,45.68 ,-89.63 ,490,4.9 ,810 ,Populus tremuloides,9,12.9,84.0 ,360,560,200,FACE,Rootbiomass,0.27 ,0.67 ,"FACTS-II, Aspen FACE"
King et al.  2005,North America,USA,45.68 ,-89.63 ,490,4.9 ,810 ,"Betula papyrifera, Populus tremuloides",9,12.9,84.0 ,360,560,200,FACE,Rootbiomass,0.41 ,0.67 ,"FACTS-II, Aspen FACE"
King et al.  2005,North America,USA,45.68 ,-89.63 ,490,4.9 ,810 ,"Acer saccharum, Populus tremuloides",9,12.9,84.0 ,360,560,200,FACE,Rootbiomass,0.49 ,0.67 ,"FACTS-II, Aspen FACE"
King et al.  2005,North America,USA,45.68 ,-89.63 ,490,4.9 ,810 ,Populus tremuloides,9,12.9,84.0 ,360,560,200,FACE,Leafbiomass,0.33 ,0.67 ,"FACTS-II, Aspen FACE"
King et al.  2005,North America,USA,45.68 ,-89.63 ,490,4.9 ,810 ,"Betula papyrifera, Populus tremuloides",9,12.9,84.0 ,360,560,200,FACE,Leafbiomass,0.51 ,0.67 ,"FACTS-II, Aspen FACE"
King et al.  2005,North America,USA,45.68 ,-89.63 ,490,4.9 ,810 ,"Acer saccharum, Populus tremuloides",9,12.9,84.0 ,360,560,200,FACE,Leafbiomass,0.45 ,0.67 ,"FACTS-II, Aspen FACE"
King et al.  2005,North America,USA,45.68 ,-89.63 ,490,4.9 ,810 ,Populus tremuloides,9,12.9,84.0 ,360,560,200,FACE,Stembiomass,0.33 ,0.67 ,"FACTS-II, Aspen FACE"
King et al.  2005,North America,USA,45.68 ,-89.63 ,490,4.9 ,810 ,"Betula papyrifera, Populus tremuloides",9,12.9,84.0 ,360,560,200,FACE,Stembiomass,0.53 ,0.67 ,"FACTS-II, Aspen FACE"
King et al.  2005,North America,USA,45.68 ,-89.63 ,490,4.9 ,810 ,"Acer saccharum, Populus tremuloides",9,12.9,84.0 ,360,560,200,FACE,Stembiomass,0.48 ,0.67 ,"FACTS-II, Aspen FACE"
King et al. 2001,North America,USA,45.68 ,-89.63 ,490,4.9 ,810 ,Populus tremuloides,9,12.9,24.0 ,347,548,201,FACE,Rootbiomass,0.74 ,0.67 ,"FACTS-II, Aspen FACE"
King et al. 2001,North America,USA,45.68 ,-89.63 ,490,4.9 ,810 ,"Betula papyrifera, Populus tremuloides",9,12.9,24.0 ,347,548,201,FACE,Rootbiomass,0.63 ,0.67 ,"FACTS-II, Aspen FACE"
King et al. 2001,North America,USA,45.68 ,-89.63 ,490,4.9 ,810 ,Populus tremuloides,9,12.9,24.0 ,347,548,201,FACE,Rootbiomass,0.45 ,0.67 ,"FACTS-II, Aspen FACE"
King et al. 2001,North America,USA,45.68 ,-89.63 ,490,4.9 ,810 ,"Betula papyrifera, Populus tremuloides",9,12.9,24.0 ,347,548,201,FACE,Rootbiomass,0.52 ,0.67 ,"FACTS-II, Aspen FACE"
King et al. 2001,North America,USA,45.68 ,-89.63 ,490,4.9 ,810 ,Populus tremuloides,9,12.9,24.0 ,347,548,201,FACE,Rootbiomass,0.89 ,0.67 ,"FACTS-II, Aspen FACE"
King et al. 2001,North America,USA,45.68 ,-89.63 ,490,4.9 ,810 ,"Betula papyrifera, Populus tremuloides",9,12.9,24.0 ,347,548,201,FACE,Rootbiomass,0.72 ,0.67 ,"FACTS-II, Aspen FACE"
King et al. 2001,North America,USA,45.68 ,-89.63 ,490,4.9 ,810 ,Populus tremuloides,9,12.9,24.0 ,347,548,201,FACE,DOC,0.01 ,0.67 ,"FACTS-II, Aspen FACE"
King et al. 2001,North America,USA,45.68 ,-89.63 ,490,4.9 ,810 ,"Betula papyrifera, Populus tremuloides",9,12.9,24.0 ,347,548,201,FACE,DOC,-0.07 ,0.67 ,"FACTS-II, Aspen FACE"
King et al. 2001,North America,USA,45.68 ,-89.63 ,490,4.9 ,810 ,Populus tremuloides,9,12.9,24.0 ,347,523,176,FACE,Rs,0.06 ,0.67 ,"FACTS-II, Aspen FACE"
King et al. 2001,North America,USA,45.68 ,-89.63 ,490,4.9 ,810 ,"Betula papyrifera, Populus tremuloides",9,12.9,24.0 ,347,523,176,FACE,Rs,0.47 ,0.67 ,"FACTS-II, Aspen FACE"
King et al. 2001,North America,USA,45.68 ,-89.63 ,490,4.9 ,810 ,Populus tremuloides,9,12.9,24.0 ,347,548,201,FACE,Rs,0.32 ,0.67 ,"FACTS-II, Aspen FACE"
King et al. 2001,North America,USA,45.68 ,-89.63 ,490,4.9 ,810 ,"Betula papyrifera, Populus tremuloides",9,12.9,24.0 ,347,548,201,FACE,Rs,0.36 ,0.67 ,"FACTS-II, Aspen FACE"
Korner & Arnone III 1992,Europe,Costa Rica,9.61 ,-83.82 ,283 ,20.0 ,2614 ,"Elettaria cardamomum, Ficus benjamina, E pumila, Epipremnum pinnatum, Ctenanthe lubbersiana, Heliconia humilis, Cecropia peltata",seedling,,3.0 ,340,610,270,Greenhouse,NO3-,0.62 ,1.00 ,"Sampling in Costa Rica, cultivation in Switzerland"
Korner & Arnone III 1992,Europe,Costa Rica,9.61 ,-83.82 ,283 ,20.0 ,2614 ,"Elettaria cardamomum, Ficus benjamina, E pumila, Epipremnum pinnatum, Ctenanthe lubbersiana, Heliconia humilis, Cecropia peltata",seedling,,3.0 ,340,610,270,Greenhouse,Rs,0.64 ,1.00 ,"Sampling in Costa Rica, cultivation in Switzerland"
Korner & Arnone III 1992,Europe,Costa Rica,9.61 ,-83.82 ,283 ,20.0 ,2614 ,"Elettaria cardamomum, Ficus benjamina, E pumila, Epipremnum pinnatum, Ctenanthe lubbersiana, Heliconia humilis, Cecropia peltata",seedling,,3.0 ,340,610,270,Greenhouse,Stem[N],-0.03 ,1.00 ,"Sampling in Costa Rica, cultivation in Switzerland"
Korner & Arnone III 1992,Europe,Costa Rica,9.61 ,-83.82 ,283 ,20.0 ,2614 ,"Elettaria cardamomum, Ficus benjamina, E pumila, Epipremnum pinnatum, Ctenanthe lubbersiana, Heliconia humilis, Cecropia peltata",seedling,,3.0 ,340,610,270,Greenhouse,Root[N],0.29 ,1.00 ,"Sampling in Costa Rica, cultivation in Switzerland"
Kostiainen et al.  2004,Europe,Sweden,64.12 ,19.28 ,310,10.3 ,455 ,Picea abies,28,60.7 ,36.0 ,360,720,360,Whole-tree Chamber (WTC),Stem[N],-0.13 ,0.50 ,
Kostiainen et al.  2004,Europe,Sweden,64.12 ,19.28 ,310,10.3 ,455 ,Picea abies,28,60.7 ,36.0 ,360,720,360,Whole-tree Chamber (WTC),Stem[N],0.12 ,0.50 ,
Kostiainen et al.  2004,Europe,Sweden,64.12 ,19.28 ,310,10.3 ,455 ,Picea abies,28,60.7 ,36.0 ,360,720,360,Whole-tree Chamber (WTC),StemCN,0.19 ,0.50 ,
Kostiainen et al.  2004,Europe,Sweden,64.12 ,19.28 ,310,10.3 ,455 ,Picea abies,28,60.7 ,36.0 ,360,720,360,Whole-tree Chamber (WTC),StemCN,-0.11 ,0.50 ,
Kostiainen et al.  2004,Europe,Sweden,64.12 ,19.28 ,310,10.3 ,455 ,Picea abies,28,60.7 ,36.0 ,360,720,360,Whole-tree Chamber (WTC),Stem[C],0.05 ,0.50 ,
Kostiainen et al.  2004,Europe,Sweden,64.12 ,19.28 ,310,10.3 ,455 ,Picea abies,28,60.7 ,36.0 ,360,720,360,Whole-tree Chamber (WTC),Stem[C],0.00 ,0.50 ,
Kostiainen et al.  2006,Europe,Finland,62.65 ,27.05 ,120,2.9 ,625 ,Betula pendula,25-30,36.1 ,36.0 ,360,560,200,OTC,Stem[N],-0.01 ,0.50 ,
Kostiainen et al.  2006,Europe,Finland,62.65 ,27.05 ,120,2.9 ,625 ,Betula pendula,25-30,36.1 ,36.0 ,360,560,200,OTC,Stem[N],0.02 ,0.50 ,
Kostiainen et al.  2006,Europe,Finland,62.65 ,27.05 ,120,2.9 ,625 ,Betula pendula,25-30,36.1 ,36.0 ,360,560,200,OTC,Stem[C],0.00 ,0.50 ,
Kostiainen et al.  2006,Europe,Finland,62.65 ,27.05 ,120,2.9 ,625 ,Betula pendula,25-30,36.1 ,36.0 ,360,560,200,OTC,Stem[C],-0.01 ,0.50 ,
Kozovits et al.  2005,Europe,Germany,48.15 ,11.57 ,520 ,9.4 ,946 ,Fagus sylvatica,2-3,17.5 ,24.0 ,360,700,340,Greenhouse,Stembiomass,-0.03 ,1.00 ,
Kozovits et al.  2005,Europe,Germany,48.15 ,11.57 ,520 ,9.4 ,946 ,Picea abies,2-3,17.5 ,24.0 ,360,700,340,Greenhouse,Stembiomass,0.13 ,1.00 ,
Kozovits et al.  2005,Europe,Germany,48.15 ,11.57 ,520 ,9.4 ,946 ,"Fagus sylvatica, Picea abies",2-3,17.5 ,24.0 ,360,700,340,Greenhouse,Stembiomass,-0.39 ,1.00 ,
Lagomarsino et al.  2006,Europe,Italy,42.37 ,11.80 ,150,14.1 ,430 ,"Populus alba, Populus x euramericana, Populus nigra",seedling,8.46,72.0 ,370,550,180,FACE,DOC,0.25 ,0.67 ,POP-EUROFACE
Lagomarsino et al.  2006,Europe,Italy,42.37 ,11.80 ,150,14.1 ,430 ,"Populus alba, Populus x euramericana, Populus nigra",seedling,8.46,72.0 ,370,550,180,FACE,MBC,0.15 ,0.67 ,POP-EUROFACE
Lagomarsino et al.  2006,Europe,Italy,42.37 ,11.80 ,150,14.1 ,430 ,"Populus alba, Populus x euramericana, Populus nigra",seedling,8.46,72.0 ,370,550,180,FACE,SoilCN,0.38 ,0.67 ,POP-EUROFACE
Lagomarsino et al.  2009,Europe,Italy,42.37 ,11.80 ,150,14.1 ,430 ,"Populus alba, Populus x euramericana, Populus nigra",seedling,8.46,72.0 ,370,550,180,FACE,DOC,0.36 ,0.67 ,POP-EUROFACE
Lagomarsino et al.  2009,Europe,Italy,42.37 ,11.80 ,150,14.1 ,430 ,"Populus alba, Populus x euramericana, Populus nigra",seedling,8.46,72.0 ,370,550,180,FACE,DOC,1.02 ,0.67 ,POP-EUROFACE
Lagomarsino et al.  2009,Europe,Italy,42.37 ,11.80 ,150,14.1 ,430 ,"Populus alba, Populus x euramericana, Populus nigra",seedling,8.46,72.0 ,370,550,180,FACE,MBC,-0.09 ,0.67 ,POP-EUROFACE
